Resume Name,Extracted Skills,Matched Skills,Match Percentage
sample_resume.pdf,"Css, Pandas, Mysql, Word, Python, Javascript, Seaborn, Matplotlib, R, Html, Github, Statistics, Excel","Python, Seaborn, Matplotlib, Github, Statistics, Excel",46.15
